,tweets,timestamp,type,title
13,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",Sun Apr 10 20:09:58 +0000 2022,Tweet,Unkown User
14,"@QasimKhanSuri یزید کی جیت کا مطلب حسین کی ہار نہیں ہوتی
برحق ہونے کےلیے اکثریت درکار نہیں ہوتی
بہادر اکیلا ہی جیت جاتا ہے شجاعت کی بازی
کتنی ہی شاندار ہو غلامی پر وقار نہیں ہوتی
جھنڈ یزیدیوں کے چلے آئیں ہیں تو ڈر کیسا
حسینیت تعداد سے توکبھی بھی شمار نہیں ہوتی
 #امپورٹڈ_حکومت_نامنظور",Sun Apr 10 20:09:58 +0000 2022,Tweet,Unkown User
15,RT @Muhamma15007911: پولیس رینجرز سے گزارش ہے کہ جیسے بھی ممکن ہو وہ راستے کھلوائیں ان یوتھیوں سے بچوں نے سکول جانا بیماروں کی ایمبولینس پھ…,Sun Apr 10 20:09:58 +0000 2022,Tweet,Unkown User
16,RT @haroon_natamam: لاہور میں میں ہوں۔ لبرٹی مارکیٹ میں اپنے پسندیدہ ہوٹل سے سینڈوچ منگوانا تھا۔ راستے مگر بند ہیں۔ سوشل میڈیا دیکھا تو دنگ…,Sun Apr 10 20:09:58 +0000 2022,Tweet,Unkown User
17,"RT @MorningStrike11: @SSEHBAI1 @OfficialDGISPR
 #BajwaSurrender #Bajwa #BehindYouSkipper #Establishment #ISI 
ابھی بھی وقت  ہے کہ باجوہ اور…",Sun Apr 10 20:09:58 +0000 2022,Tweet,Unkown User
18,"RT @aliya_hamza: اتنے بڑے احتجاج کو میڈیا کیوں نہیں دکھا رہا؟کس کے کہنے پر ایسا ہو رہا ہے؟
ویسےکوئی فرق نہیں پڑتا selected میڈیادیکھتا کون…",Sun Apr 10 20:09:58 +0000 2022,Tweet,Unkown User
19,RT @fawadchaudhry: میں نے عرض کیا تھا سیاست کے فیصلے عدالتوں میں کرنے کی کوشش تباہ کن ہو گی، جن کو سمجھ نہیں آ رہی تھی آج باہر نکلیں اور عو…,Sun Apr 10 20:09:58 +0000 2022,Tweet,Unkown User
20,RT @samiabrahim_: جانے والوں کے خلاف تحریک عدم اعتماد تو کامیاب ہوگئی مگر آنے والوں پر بھی قوم کو اعتماد نہیں ہے۔ خوشی اس دن ہوگی جب ملک کی…,Sun Apr 10 20:09:58 +0000 2022,Tweet,Unkown User
21,RT @MirMAKOfficial: بِھکاری ہو گا تیرا باپ۔ ہم پاکستانی ہیں۔,Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
22,@ImranKhanPTI یا حیی یا قیوم (انشاءاللہ پاکستان جیتے گا انشاءاللہ (انشاءاللہ عمران خان سرخرو ہو گا آقا کریم صل اللہ علیہ وسلم کے صدقے (آمین ثم آمین https://t.co/jv1mDIXTBR,Sun Apr 10 20:09:58 +0000 2022,Tweet,Unkown User
23,RT @AnsarAAbbasi: عمران خان تو رخصت ہو گئے۔ اب میڈیا اور خصوصا دو چینلز اپنی خوداحتسابی ضرور کر لیں کہ کہاں کہاں حب عمران اور کہاں کہاں بغض…,Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
24,"RT @AaqaSAWWkiBaten: رسول اللہ صلی اللہ علیہ وسلم نے فرمایا:

جنت کا ایک دروازہ ہے جسے ریان کہتے ہیں ، قیامت کے دن اس دروازہ سے صرف روزہ دا…",Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
25,آنے والی نسل خودار اور آزادی پسند بنا دی عمران نے۔۔۔۔غلامانہ سوچ کا خاتمہ ہو گا انشاالله,Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
26,"RT @KHR_SHR_AHR: #حساب_باقی_ہے
غازی @HajiQasimRizvi5 صاحب آپ کی محبت اور شفقت کا شکریہ اللہ پاک آپ کو خوش رکھے 💓💓
رہے گا یونہی ان کا چرچا ر…",Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
27,RT @haroon_natamam: لاہور میں میں ہوں۔ لبرٹی مارکیٹ میں اپنے پسندیدہ ہوٹل سے سینڈوچ منگوانا تھا۔ راستے مگر بند ہیں۔ سوشل میڈیا دیکھا تو دنگ…,Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
28,RT @Khankamoo: جناب @ImranKhanPTI آج ٹویٹ کریں کوئی شہر رہ تو نہیں گیا جو میرے حق میں نہ نکلا ہو، جواب ہو گا #AbsolutelyNot,Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
29,RT @tariqmateen: ایک چینل پر اینکرز رولنگ مسترد ہونے اور عدم منظور ہونے پر اتنا زور لگا رہے تھے کہ ان کا ڈائپر بھرنے کا اندازہ ہو رہا تھا ا…,Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
30,RT @MirMAKOfficial: بِھکاری ہو گا تیرا باپ۔ ہم پاکستانی ہیں۔,Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
31,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
32,RT @haroon_natamam: لاہور میں میں ہوں۔ لبرٹی مارکیٹ میں اپنے پسندیدہ ہوٹل سے سینڈوچ منگوانا تھا۔ راستے مگر بند ہیں۔ سوشل میڈیا دیکھا تو دنگ…,Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
33,RT @Wabbasi007: ساڑھے تین سال پہلے انہوں نے پوچھا تھا تو انہیں بتایا گیا تھا کہ پورا نظام آپ کا ہے ۔۔ہم آپ کے ہیں۔ آپ کے مخالفین کو الیکشن…,Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
34,RT @AimanK89: یہ پاکستان کے سٹیک ہولڈرز کے منہ پر ایک زوردار تھپڑ ہے اگر محسوس کرنے کی حس ہو تو۔ https://t.co/TavDMAyoOQ,Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
35,@ARYSabirShakir اللہ کرے کہ احتجاج کا کچھ اثر بھی ہو۔۔ورنہ جو کمپرومائزڈ ہو جائئں ان پر اثر نھی ہوتا,Sun Apr 10 20:09:59 +0000 2022,Tweet,Unkown User
36,RT @aniqnaji: حکومت کا نشہ بڑی ظالم چیز ہے چڑھ جائے تو یک دم نہیں اترتا۔ابھی تک یہ طاقت کے ہینگ اوور میں ہیں۔چند جوتیاں پڑ جائیں گی دو چار…,Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
37,RT @AVeteran1956: وزیرِ اعظم ہاؤس چھوڑنے سے پہلےمیرے کپتان کا میڈیا اینکرز سے سوال- “بتاؤ میرے عوام کے علاوہ کوئ ایسا تو نہیں رہ گیا جو میر…,Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
38,"@Husnain55275992 @sfaisal_hussain @MohammdiRana ناموس رسالت ﷺ مارچ پر کتے کی طرح بھونکنے والے
آج اپنے لیڈر کی خاطر سڑکوں پر ذلیل ہو رہے ہیں
پوچھنا ھے کہ اب روڑ بلاک کرنا حلال ہو گیا ؟
#حساب_باقی_ہے",Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
39,"RT @AnwarLodhi: اتنے بڑے احتجاج کو میڈیا کیوں نہیں دکھا رہا؟

کس کے کہنے پر ایسا ہو رہا ہے؟",Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
40,RT @khaak_zaada11: تحریک انصاف وہ گھٹیا جماعت ھے جس نے سیاست میں مذہب کارڈ، غداری کارڈ اور یہاں تک کے ناسمجھ معصوم بچوں کو بھی استعمال کیا…,Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
41,@ImranKhanPTI یہ قوم اب با شعور ہو چکی ہے  خان صاحب,Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
42,"RT @MahboobZaheer: مان جائیں کے نوجوان نسل بیدار ہو چکی ہیں
اس سے بڑی تبدیلی اور کیا ہو سکتی ہیں کہ ایک شخص قوم کو شعور دے گیا۔۔!
بس اب انت…",Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
43,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
44,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
45,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
46,@MaleehaHashmey ابھی میڈیا کا ننگا ہونے رہتا ہے۔آج وہ بھی ہو رہا ہے۔,Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
47,RT @Aadiiroy: تھوڑا کشت کیجئے اور ثی وی چلائیں،اور بتائیں کس چینل نے احتجاج نہیں دکھایا،جیو سمیت تمام چینلز نے احتجاج دکھائے ھیں،,Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
48,"RT @SyedaZ_: اتنے بڑے پیمانے پر مظاہرے ہو رہے مگر کہیں سے فوج مخالف نعروں کی اطلاع نہیں ملی۔۔۔۔
یہ فرق ہوتا ہے محب وطن لیڈر اور بکاؤ گیدڑوں…",Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
49,"وہ دونوں اندھے ہو گئے ہیں۔
#امپورٹڈ_گورنمنٹ_نامنظور 
#امپورٹڈ_حکومت_نامنظور 
#BehindYouSkipperAlways 
#BeggarsCantbeLeaders
@WePatriotFamily 
@TeamiPians 
@TeamPakPower 
@TeamPakAlpha__ 
@TeamPakRising",Sun Apr 10 20:10:00 +0000 2022,Tweet,Unkown User
50,RT @doctor_Rahman1: پاکستانی عوام کا ازخود نوٹس ۔۔ جناب سو تو نہیں گیے ۔ دل دڑکھ رھا ہے  عوام کا سمندر دیکھ کر ؟ جناب ہوش میں تو ہو ۔ کہی ب…,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
51,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
52,RT @haroon_natamam: معلومات کی بنیاد پہ عرض ہے کہ نومبر میں چیف آف آرمی سٹاف جنرل قمر جاوید باجوہ سبکدوش ہو جائیں گے۔ اور معلومات ہی کی بنی…,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
53,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
54,اور یہ کن کے آنے پر خوش ہے یہ ذرا ملاحظہ فرمائیں,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
55,RT @haroon_natamam: ملک بھر میں بے ساختہ لوگ سڑکوں پہ نکل آئے ہیں۔ حیرت ہے کہ ٹی وی چینل بہت کم دکھا رہے ہیں۔ لاہورکی کیفیت یہ لگتی ہے کہ ش…,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
56,"RT @aliya_hamza: اتنے بڑے احتجاج کو میڈیا کیوں نہیں دکھا رہا؟کس کے کہنے پر ایسا ہو رہا ہے؟
ویسےکوئی فرق نہیں پڑتا selected میڈیادیکھتا کون…",Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
57,RT @Its_RabiaSays: مریم کے چاچو شوباز کی گلی محلوں میں 🐕 والی ہو رہی ہے ہر طرف ایک ہی نعرہ بھکاری ہو گا تیرا باپ 😁,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
58,RT @tariqmateen: ایک چینل پر اینکرز رولنگ مسترد ہونے اور عدم منظور ہونے پر اتنا زور لگا رہے تھے کہ ان کا ڈائپر بھرنے کا اندازہ ہو رہا تھا ا…,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
59,"@haroon_natamam عمران خان کی حکومت کے خاتمے کے اگلے ہی دن شمالی وزیرستان میں امریکہ کا ڈرون حملہ جس سے 7 افراد شہید ہو گئے۔ ہم اس حملے کی بھرپور مذمت کرتے ہیں۔
#DroneAttack https://t.co/NGPTQrZEnj",Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
60,"@SHABAZGIL گیدڑ شکار کرتے وقت اکٹھے ہو جاتے ہیں اور کھاتے وقت لڑ پڑتے ہیں 

انتظار فرمائیں",Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
61,"RT @s0nhri_sn0w: ویسے کس بےغیرت ک ن ج ر کے کہنے پر پورے میڈیا نے بلیک آوٹ کیا پی ٹی آئی کے احتجاج کا 
ہمت ہے تو سینہ ٹھوک کے کہو بزدلوں 
ہی…",Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
62,"RT @wattanP123: مجھے آج پاکستانی ہونے پر فخر محسوس ہو رہا ہے 
#امپورٹڈ_حکومت_نامنظور",Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
63,RT @NaikRooh: کراچی والو آپ عظیم لوگ ہو #امپورٹڈ_حکومت_نامنظور https://t.co/IcPBm0pIoS,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
64,"RT @GandaporPAT: اب عمران خان صاحب کو پتا چل جانا چاہیے کہ اس نظام میں کیا خرابیاں ہیں اور ان کا کیا حل ہے
آج تحریک انصاف کے ہر ورکر کو ڈاک…",Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
65,"RT @mfayyazraja: خان صاحب ، ہرگز نہیں 
قومی اسمبلی سے استعفے دینا
 پی ٹی آئی کا غلط فیصلہ ہو گا، بھان متی کنبہ حکومت کے منافقانہ تضادات کو…",Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
66,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
67,"RT @H_NomiR: ابھی تو تم اس دنیا میں ذلیل ہو کر سب کے لیے عبرت کا نشاں بنے ہو ۔ابھی تو بچو روزِمحشر باقی ہے۔
بے شک اللہ سخت انتقام لینے والا…",Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
68,"@haroon_natamam اس شمع فروزاں کو آندھی سے ڈراتے ہو 
اس شمع فروزاں کے پروانے ہزاروں ہیں 
#BehindYouSkipper
#امپورٹڈ_گورمنٹ_نامنظور",Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
69,RT @husaft: @PTI_Lion26 @InsafPK کراچی کی راشد منہاس روڈ سرگودھا کے کچہری پل لاہور کے لبرٹی چوک سے سیالکوٹ کے قلب راولپنڈی کی مری روڈ اسلام…,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
70,بـنـدیـال کے بھـکاریـو ، ،  تم ہار گئے ،  یہ سنو  👇👇👇 قیام پاکستان والا جذبہ,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
71,RT @haroon_natamam: ملک بھر میں بے ساختہ لوگ سڑکوں پہ نکل آئے ہیں۔ حیرت ہے کہ ٹی وی چینل بہت کم دکھا رہے ہیں۔ لاہورکی کیفیت یہ لگتی ہے کہ ش…,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
72,RT @doctor_Rahman1: پاکستانی عوام کا ازخود نوٹس ۔۔ جناب سو تو نہیں گیے ۔ دل دڑکھ رھا ہے  عوام کا سمندر دیکھ کر ؟ جناب ہوش میں تو ہو ۔ کہی ب…,Sun Apr 10 20:10:01 +0000 2022,Tweet,Unkown User
73,RT @InsafPK: کہتے ہیں کراچی والے بہت مصروف ہوتے ہیں کم باہر نکلتے ہیں لیکن جب بات قومی غیرت کی ہو خودداری کی ہو ایک سچے لیڈر کے ساتھ اظہارِ…,Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
74,@ImranKhanPTI شکر ہے اللہ پاک کا آپ خیریت سے ہو میں ساری رات دعائیں کرتی رہی آپ کے لیے میرے عظیم لیڈر قوم آپ کے ساتھ کھڑی ہے آپکی ایک آواز پر حاضر ہوجائےگی,Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
75,RT @QayyumReports: بغیر سفارتی خط دیکھے پڑھے آرٹیکل ۵ کی رولنگ اور حکم امتناع والے قاسم سوری  پر شدید نظر رکھنے کی ضرورت ہے اور جان رکھو قا…,Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
76,RT @umarofficial88: ملک بھر میں بے ساختہ لوگ سڑکوں پہ نکل آئے ہیں۔ حیرت ہے کہ ٹی وی چینل بہت کم دکھا رہے ہیں۔ لاہورکی کیفیت یہ لگتی ہے کہ ش…,Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
77,"RT @AnwarLodhi: عمران خان کے بغیر اگر اتنی بڑی تعداد میں عوام نکل آئی ہے، عمران خان صاحب جب خود نکلے تو پھر کیا منظر ہو گا؟

#امپورٹڈ_حکومت…",Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
78,"RT @MirMAKOfficial: یہ سنو۔ اگر رونگٹے نہیں کھڑے ہو جائیں تو۔۔۔۔۔۔۔

یہ ہے میرا پاکستان۔ یہ ہے میرا کراچی۔ یہ ہے میری عوام۔ یہ ہیں عمران کے…",Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
79,"RT @NaikRooh: اب سمجھ آیا اس نے ان کو آخر تک کیوں رگیدا؟ وہ چاہتا تھا اس قوم کا ہر فرد دیکھے کہ کیسے ان کے مینڈیٹ پر نقب زنی ہو رہی ہے.

آج…",Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
80,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
81,RT @fawadchaudhry: شہباز شریف کے کاغذات نامزدگی منظور ہونے کے بعد ایف آئ اے سے پہلا آرڈر یہ ہوا ہے کہ کل وکلاء کی ٹیم شہباز شریف کے مقدمے م…,Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
82,"RT @Intl_Mediatior: شہباز شریف کے کاغذات نامزدگی کو چیلنج کرنا چاہئے کیونکہ وہ ضمانت پر ہیں ایک ملزم ""جو شخص کسی وقت بھی مجرم بن سکتا ہو اس…",Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
83,RT @SaadSaeed2: ہاں جی۔ علیم کا پیسہ؟ ترین کا پیسہ؟ یہ لاکھوں کے مجمع اب کیسے اکٹھے ہو رہے ہیں ملک کے طول و عرض میں؟ #امپورٹڈ_حکومت_نامنظور,Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
84,RT @haroon_natamam: لاہور میں میں ہوں۔ لبرٹی مارکیٹ میں اپنے پسندیدہ ہوٹل سے سینڈوچ منگوانا تھا۔ راستے مگر بند ہیں۔ سوشل میڈیا دیکھا تو دنگ…,Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
85,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
86,RT @Imran1Khaan: @tariqmateen انکی اپنی مرمت ہو رہی ہے جناب ۔ https://t.co/GhS4X2y3Hk,Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
87,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
88,"RT @PTIAJK_Official: گیارہ جماعتوں نے امریکہ سے مل کر عمران خان کو الگ کرنے کی کوشش کی، 
قوم نے اس سازش کو ناکام بنایا اور عمران خان کے سات…",Sun Apr 10 20:10:02 +0000 2022,Tweet,Unkown User
89,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,Sun Apr 10 20:10:03 +0000 2022,Tweet,Unkown User
90,"مرشد پلیز آج مجھے وقت دیجئے
مرشد میں آج آپ کو دکھڑے سناؤں گا
مرشد ہمارے ساتھ بڑا ظلم ہو گیا

مرشد ہماری فوج کیا لڑتی حریف سے
مرشد اسے تو ہم سے ہی فرصت نہیں ملی",Sun Apr 10 20:10:03 +0000 2022,Tweet,Unkown User
91,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",Sun Apr 10 20:10:03 +0000 2022,Tweet,Unkown User
92,RT @ImranRiazKhan: ان سب کی مرمت ہو رہی ہے,Sun Apr 10 20:10:03 +0000 2022,Tweet,Unkown User
93,"RT @AnwarLodhi: اتنے بڑے احتجاج کو میڈیا کیوں نہیں دکھا رہا؟

کس کے کہنے پر ایسا ہو رہا ہے؟",Sun Apr 10 20:10:03 +0000 2022,Tweet,Unkown User
94,"RT @SohaibAltaf18: تم گرانے میں لگے تھے تم نے سوچا ہی نہیں...
میں گرا تو قافلہ بن کر کھڑا ہو جاؤں گا..♥️♥️♥️
#BehindYouSkipperPMIk 
#ImranK…",Sun Apr 10 20:10:03 +0000 2022,Tweet,Unkown User
95,"اب شاہین کا تجربہ کرو یا مسرت شاہین کا
اگلے تمہاری لے کر چلے گئے ،
ننگے پڑے ہو پوری قوم کے سامنے
ڈالرز سے اپنا ستر چھپاؤ
#امپورٹڈ_گورمنٹ_نامنظور
#BajwaMustResign 
#امپورٹڈ_بھڑوے_نامنظور 
#bajwaResign
#bajwa_traitor
#DGISPR https://t.co/q6Qf3P5kYG",Sun Apr 10 20:10:03 +0000 2022,Tweet,Unkown User
96,RT @MishalBukhari5: شریک جرم ہی ہو گا جو اب رہا خاموش۔۔۔ #WakeUp #Pakistan,Sun Apr 10 20:10:03 +0000 2022,Tweet,Unkown User
97,RT @ImranRiazKhan: ان سب کی مرمت ہو رہی ہے,Sun Apr 10 20:10:03 +0000 2022,Tweet,Unkown User
98,RT @SMGhouri2: @SSEHBAI1 ایک بات تو طے ہے کہ لوگ دیوانوں کی طرح عمران خان سے عشق کر بیٹھے ہیں اور یہ سارے لوگ بغیر کسی دھن کے پورے تن من…,Sun Apr 10 20:10:03 +0000 2022,Tweet,Unkown User
99,"RT @Sameraofficial1: عمران خان 2018 میں ہمارا انتخب تھا
عمران خان 2023 میں ہماری ضد ہو گا
 روک سکو تو روک لو. 
#RevolutionBlackedOut
#امپور…",Sun Apr 10 20:10:03 +0000 2022,Tweet,Unkown User
100,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",Sun Apr 10 20:10:03 +0000 2022,Tweet,Unkown User
