,Unnamed: 0,tweets,cluster,timestamp
13,13,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",1,Sun Apr 10 20:09:58 +0000 2022
14,14,"@QasimKhanSuri یزید کی جیت کا مطلب حسین کی ہار نہیں ہوتی
برحق ہونے کےلیے اکثریت درکار نہیں ہوتی
بہادر اکیلا ہی جیت جاتا ہے شجاعت کی بازی
کتنی ہی شاندار ہو غلامی پر وقار نہیں ہوتی
جھنڈ یزیدیوں کے چلے آئیں ہیں تو ڈر کیسا
حسینیت تعداد سے توکبھی بھی شمار نہیں ہوتی
 #امپورٹڈ_حکومت_نامنظور",0,Sun Apr 10 20:09:58 +0000 2022
15,15,RT @Muhamma15007911: پولیس رینجرز سے گزارش ہے کہ جیسے بھی ممکن ہو وہ راستے کھلوائیں ان یوتھیوں سے بچوں نے سکول جانا بیماروں کی ایمبولینس پھ…,0,Sun Apr 10 20:09:58 +0000 2022
16,16,RT @haroon_natamam: لاہور میں میں ہوں۔ لبرٹی مارکیٹ میں اپنے پسندیدہ ہوٹل سے سینڈوچ منگوانا تھا۔ راستے مگر بند ہیں۔ سوشل میڈیا دیکھا تو دنگ…,9,Sun Apr 10 20:09:58 +0000 2022
17,17,"RT @MorningStrike11: @SSEHBAI1 @OfficialDGISPR
 #BajwaSurrender #Bajwa #BehindYouSkipper #Establishment #ISI 
ابھی بھی وقت  ہے کہ باجوہ اور…",0,Sun Apr 10 20:09:58 +0000 2022
18,18,"RT @aliya_hamza: اتنے بڑے احتجاج کو میڈیا کیوں نہیں دکھا رہا؟کس کے کہنے پر ایسا ہو رہا ہے؟
ویسےکوئی فرق نہیں پڑتا selected میڈیادیکھتا کون…",9,Sun Apr 10 20:09:58 +0000 2022
19,19,RT @fawadchaudhry: میں نے عرض کیا تھا سیاست کے فیصلے عدالتوں میں کرنے کی کوشش تباہ کن ہو گی، جن کو سمجھ نہیں آ رہی تھی آج باہر نکلیں اور عو…,11,Sun Apr 10 20:09:58 +0000 2022
20,20,RT @samiabrahim_: جانے والوں کے خلاف تحریک عدم اعتماد تو کامیاب ہوگئی مگر آنے والوں پر بھی قوم کو اعتماد نہیں ہے۔ خوشی اس دن ہوگی جب ملک کی…,0,Sun Apr 10 20:09:58 +0000 2022
21,21,RT @MirMAKOfficial: بِھکاری ہو گا تیرا باپ۔ ہم پاکستانی ہیں۔,5,Sun Apr 10 20:09:59 +0000 2022
22,22,@ImranKhanPTI یا حیی یا قیوم (انشاءاللہ پاکستان جیتے گا انشاءاللہ (انشاءاللہ عمران خان سرخرو ہو گا آقا کریم صل اللہ علیہ وسلم کے صدقے (آمین ثم آمین https://t.co/jv1mDIXTBR,8,Sun Apr 10 20:09:58 +0000 2022
23,23,RT @AnsarAAbbasi: عمران خان تو رخصت ہو گئے۔ اب میڈیا اور خصوصا دو چینلز اپنی خوداحتسابی ضرور کر لیں کہ کہاں کہاں حب عمران اور کہاں کہاں بغض…,8,Sun Apr 10 20:09:59 +0000 2022
24,24,"RT @AaqaSAWWkiBaten: رسول اللہ صلی اللہ علیہ وسلم نے فرمایا:

جنت کا ایک دروازہ ہے جسے ریان کہتے ہیں ، قیامت کے دن اس دروازہ سے صرف روزہ دا…",0,Sun Apr 10 20:09:59 +0000 2022
25,25,آنے والی نسل خودار اور آزادی پسند بنا دی عمران نے۔۔۔۔غلامانہ سوچ کا خاتمہ ہو گا انشاالله,8,Sun Apr 10 20:09:59 +0000 2022
26,26,"RT @KHR_SHR_AHR: #حساب_باقی_ہے
غازی @HajiQasimRizvi5 صاحب آپ کی محبت اور شفقت کا شکریہ اللہ پاک آپ کو خوش رکھے 💓💓
رہے گا یونہی ان کا چرچا ر…",0,Sun Apr 10 20:09:59 +0000 2022
27,27,RT @haroon_natamam: لاہور میں میں ہوں۔ لبرٹی مارکیٹ میں اپنے پسندیدہ ہوٹل سے سینڈوچ منگوانا تھا۔ راستے مگر بند ہیں۔ سوشل میڈیا دیکھا تو دنگ…,9,Sun Apr 10 20:09:59 +0000 2022
28,28,RT @Khankamoo: جناب @ImranKhanPTI آج ٹویٹ کریں کوئی شہر رہ تو نہیں گیا جو میرے حق میں نہ نکلا ہو، جواب ہو گا #AbsolutelyNot,6,Sun Apr 10 20:09:59 +0000 2022
29,29,RT @tariqmateen: ایک چینل پر اینکرز رولنگ مسترد ہونے اور عدم منظور ہونے پر اتنا زور لگا رہے تھے کہ ان کا ڈائپر بھرنے کا اندازہ ہو رہا تھا ا…,6,Sun Apr 10 20:09:59 +0000 2022
30,30,RT @MirMAKOfficial: بِھکاری ہو گا تیرا باپ۔ ہم پاکستانی ہیں۔,5,Sun Apr 10 20:09:59 +0000 2022
31,31,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",1,Sun Apr 10 20:09:59 +0000 2022
32,32,RT @haroon_natamam: لاہور میں میں ہوں۔ لبرٹی مارکیٹ میں اپنے پسندیدہ ہوٹل سے سینڈوچ منگوانا تھا۔ راستے مگر بند ہیں۔ سوشل میڈیا دیکھا تو دنگ…,9,Sun Apr 10 20:09:59 +0000 2022
33,33,RT @Wabbasi007: ساڑھے تین سال پہلے انہوں نے پوچھا تھا تو انہیں بتایا گیا تھا کہ پورا نظام آپ کا ہے ۔۔ہم آپ کے ہیں۔ آپ کے مخالفین کو الیکشن…,0,Sun Apr 10 20:09:59 +0000 2022
34,34,RT @AimanK89: یہ پاکستان کے سٹیک ہولڈرز کے منہ پر ایک زوردار تھپڑ ہے اگر محسوس کرنے کی حس ہو تو۔ https://t.co/TavDMAyoOQ,8,Sun Apr 10 20:09:59 +0000 2022
35,35,@ARYSabirShakir اللہ کرے کہ احتجاج کا کچھ اثر بھی ہو۔۔ورنہ جو کمپرومائزڈ ہو جائئں ان پر اثر نھی ہوتا,0,Sun Apr 10 20:09:59 +0000 2022
36,36,RT @aniqnaji: حکومت کا نشہ بڑی ظالم چیز ہے چڑھ جائے تو یک دم نہیں اترتا۔ابھی تک یہ طاقت کے ہینگ اوور میں ہیں۔چند جوتیاں پڑ جائیں گی دو چار…,0,Sun Apr 10 20:10:00 +0000 2022
37,37,RT @AVeteran1956: وزیرِ اعظم ہاؤس چھوڑنے سے پہلےمیرے کپتان کا میڈیا اینکرز سے سوال- “بتاؤ میرے عوام کے علاوہ کوئ ایسا تو نہیں رہ گیا جو میر…,0,Sun Apr 10 20:10:00 +0000 2022
38,38,"@Husnain55275992 @sfaisal_hussain @MohammdiRana ناموس رسالت ﷺ مارچ پر کتے کی طرح بھونکنے والے
آج اپنے لیڈر کی خاطر سڑکوں پر ذلیل ہو رہے ہیں
پوچھنا ھے کہ اب روڑ بلاک کرنا حلال ہو گیا ؟
#حساب_باقی_ہے",7,Sun Apr 10 20:10:00 +0000 2022
39,39,"RT @AnwarLodhi: اتنے بڑے احتجاج کو میڈیا کیوں نہیں دکھا رہا؟

کس کے کہنے پر ایسا ہو رہا ہے؟",9,Sun Apr 10 20:10:00 +0000 2022
40,40,RT @khaak_zaada11: تحریک انصاف وہ گھٹیا جماعت ھے جس نے سیاست میں مذہب کارڈ، غداری کارڈ اور یہاں تک کے ناسمجھ معصوم بچوں کو بھی استعمال کیا…,0,Sun Apr 10 20:10:00 +0000 2022
41,41,@ImranKhanPTI یہ قوم اب با شعور ہو چکی ہے  خان صاحب,7,Sun Apr 10 20:10:00 +0000 2022
42,42,"RT @MahboobZaheer: مان جائیں کے نوجوان نسل بیدار ہو چکی ہیں
اس سے بڑی تبدیلی اور کیا ہو سکتی ہیں کہ ایک شخص قوم کو شعور دے گیا۔۔!
بس اب انت…",0,Sun Apr 10 20:10:00 +0000 2022
43,43,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,2,Sun Apr 10 20:10:00 +0000 2022
44,44,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",1,Sun Apr 10 20:10:00 +0000 2022
45,45,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",1,Sun Apr 10 20:10:00 +0000 2022
46,46,@MaleehaHashmey ابھی میڈیا کا ننگا ہونے رہتا ہے۔آج وہ بھی ہو رہا ہے۔,0,Sun Apr 10 20:10:00 +0000 2022
47,47,RT @Aadiiroy: تھوڑا کشت کیجئے اور ثی وی چلائیں،اور بتائیں کس چینل نے احتجاج نہیں دکھایا،جیو سمیت تمام چینلز نے احتجاج دکھائے ھیں،,8,Sun Apr 10 20:10:00 +0000 2022
48,48,"RT @SyedaZ_: اتنے بڑے پیمانے پر مظاہرے ہو رہے مگر کہیں سے فوج مخالف نعروں کی اطلاع نہیں ملی۔۔۔۔
یہ فرق ہوتا ہے محب وطن لیڈر اور بکاؤ گیدڑوں…",7,Sun Apr 10 20:10:00 +0000 2022
49,49,"وہ دونوں اندھے ہو گئے ہیں۔
#امپورٹڈ_گورنمنٹ_نامنظور 
#امپورٹڈ_حکومت_نامنظور 
#BehindYouSkipperAlways 
#BeggarsCantbeLeaders
@WePatriotFamily 
@TeamiPians 
@TeamPakPower 
@TeamPakAlpha__ 
@TeamPakRising",0,Sun Apr 10 20:10:00 +0000 2022
50,50,RT @doctor_Rahman1: پاکستانی عوام کا ازخود نوٹس ۔۔ جناب سو تو نہیں گیے ۔ دل دڑکھ رھا ہے  عوام کا سمندر دیکھ کر ؟ جناب ہوش میں تو ہو ۔ کہی ب…,0,Sun Apr 10 20:10:01 +0000 2022
51,51,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,2,Sun Apr 10 20:10:01 +0000 2022
52,52,RT @haroon_natamam: معلومات کی بنیاد پہ عرض ہے کہ نومبر میں چیف آف آرمی سٹاف جنرل قمر جاوید باجوہ سبکدوش ہو جائیں گے۔ اور معلومات ہی کی بنی…,8,Sun Apr 10 20:10:01 +0000 2022
53,53,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,2,Sun Apr 10 20:10:01 +0000 2022
54,54,اور یہ کن کے آنے پر خوش ہے یہ ذرا ملاحظہ فرمائیں,0,Sun Apr 10 20:10:01 +0000 2022
55,55,RT @haroon_natamam: ملک بھر میں بے ساختہ لوگ سڑکوں پہ نکل آئے ہیں۔ حیرت ہے کہ ٹی وی چینل بہت کم دکھا رہے ہیں۔ لاہورکی کیفیت یہ لگتی ہے کہ ش…,3,Sun Apr 10 20:10:01 +0000 2022
56,56,"RT @aliya_hamza: اتنے بڑے احتجاج کو میڈیا کیوں نہیں دکھا رہا؟کس کے کہنے پر ایسا ہو رہا ہے؟
ویسےکوئی فرق نہیں پڑتا selected میڈیادیکھتا کون…",9,Sun Apr 10 20:10:01 +0000 2022
57,57,RT @Its_RabiaSays: مریم کے چاچو شوباز کی گلی محلوں میں 🐕 والی ہو رہی ہے ہر طرف ایک ہی نعرہ بھکاری ہو گا تیرا باپ 😁,0,Sun Apr 10 20:10:01 +0000 2022
58,58,RT @tariqmateen: ایک چینل پر اینکرز رولنگ مسترد ہونے اور عدم منظور ہونے پر اتنا زور لگا رہے تھے کہ ان کا ڈائپر بھرنے کا اندازہ ہو رہا تھا ا…,6,Sun Apr 10 20:10:01 +0000 2022
59,59,"@haroon_natamam عمران خان کی حکومت کے خاتمے کے اگلے ہی دن شمالی وزیرستان میں امریکہ کا ڈرون حملہ جس سے 7 افراد شہید ہو گئے۔ ہم اس حملے کی بھرپور مذمت کرتے ہیں۔
#DroneAttack https://t.co/NGPTQrZEnj",7,Sun Apr 10 20:10:01 +0000 2022
60,60,"@SHABAZGIL گیدڑ شکار کرتے وقت اکٹھے ہو جاتے ہیں اور کھاتے وقت لڑ پڑتے ہیں 

انتظار فرمائیں",0,Sun Apr 10 20:10:01 +0000 2022
61,61,"RT @s0nhri_sn0w: ویسے کس بےغیرت ک ن ج ر کے کہنے پر پورے میڈیا نے بلیک آوٹ کیا پی ٹی آئی کے احتجاج کا 
ہمت ہے تو سینہ ٹھوک کے کہو بزدلوں 
ہی…",0,Sun Apr 10 20:10:01 +0000 2022
62,62,"RT @wattanP123: مجھے آج پاکستانی ہونے پر فخر محسوس ہو رہا ہے 
#امپورٹڈ_حکومت_نامنظور",0,Sun Apr 10 20:10:01 +0000 2022
63,63,RT @NaikRooh: کراچی والو آپ عظیم لوگ ہو #امپورٹڈ_حکومت_نامنظور https://t.co/IcPBm0pIoS,10,Sun Apr 10 20:10:01 +0000 2022
64,64,"RT @GandaporPAT: اب عمران خان صاحب کو پتا چل جانا چاہیے کہ اس نظام میں کیا خرابیاں ہیں اور ان کا کیا حل ہے
آج تحریک انصاف کے ہر ورکر کو ڈاک…",0,Sun Apr 10 20:10:01 +0000 2022
65,65,"RT @mfayyazraja: خان صاحب ، ہرگز نہیں 
قومی اسمبلی سے استعفے دینا
 پی ٹی آئی کا غلط فیصلہ ہو گا، بھان متی کنبہ حکومت کے منافقانہ تضادات کو…",7,Sun Apr 10 20:10:01 +0000 2022
66,66,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,2,Sun Apr 10 20:10:01 +0000 2022
67,67,"RT @H_NomiR: ابھی تو تم اس دنیا میں ذلیل ہو کر سب کے لیے عبرت کا نشاں بنے ہو ۔ابھی تو بچو روزِمحشر باقی ہے۔
بے شک اللہ سخت انتقام لینے والا…",8,Sun Apr 10 20:10:01 +0000 2022
68,68,"@haroon_natamam اس شمع فروزاں کو آندھی سے ڈراتے ہو 
اس شمع فروزاں کے پروانے ہزاروں ہیں 
#BehindYouSkipper
#امپورٹڈ_گورمنٹ_نامنظور",0,Sun Apr 10 20:10:01 +0000 2022
69,69,RT @husaft: @PTI_Lion26 @InsafPK کراچی کی راشد منہاس روڈ سرگودھا کے کچہری پل لاہور کے لبرٹی چوک سے سیالکوٹ کے قلب راولپنڈی کی مری روڈ اسلام…,8,Sun Apr 10 20:10:01 +0000 2022
70,70,بـنـدیـال کے بھـکاریـو ، ،  تم ہار گئے ،  یہ سنو  👇👇👇 قیام پاکستان والا جذبہ,8,Sun Apr 10 20:10:01 +0000 2022
71,71,RT @haroon_natamam: ملک بھر میں بے ساختہ لوگ سڑکوں پہ نکل آئے ہیں۔ حیرت ہے کہ ٹی وی چینل بہت کم دکھا رہے ہیں۔ لاہورکی کیفیت یہ لگتی ہے کہ ش…,3,Sun Apr 10 20:10:01 +0000 2022
72,72,RT @doctor_Rahman1: پاکستانی عوام کا ازخود نوٹس ۔۔ جناب سو تو نہیں گیے ۔ دل دڑکھ رھا ہے  عوام کا سمندر دیکھ کر ؟ جناب ہوش میں تو ہو ۔ کہی ب…,0,Sun Apr 10 20:10:01 +0000 2022
73,73,RT @InsafPK: کہتے ہیں کراچی والے بہت مصروف ہوتے ہیں کم باہر نکلتے ہیں لیکن جب بات قومی غیرت کی ہو خودداری کی ہو ایک سچے لیڈر کے ساتھ اظہارِ…,11,Sun Apr 10 20:10:02 +0000 2022
74,74,@ImranKhanPTI شکر ہے اللہ پاک کا آپ خیریت سے ہو میں ساری رات دعائیں کرتی رہی آپ کے لیے میرے عظیم لیڈر قوم آپ کے ساتھ کھڑی ہے آپکی ایک آواز پر حاضر ہوجائےگی,7,Sun Apr 10 20:10:02 +0000 2022
75,75,RT @QayyumReports: بغیر سفارتی خط دیکھے پڑھے آرٹیکل ۵ کی رولنگ اور حکم امتناع والے قاسم سوری  پر شدید نظر رکھنے کی ضرورت ہے اور جان رکھو قا…,7,Sun Apr 10 20:10:02 +0000 2022
76,76,RT @umarofficial88: ملک بھر میں بے ساختہ لوگ سڑکوں پہ نکل آئے ہیں۔ حیرت ہے کہ ٹی وی چینل بہت کم دکھا رہے ہیں۔ لاہورکی کیفیت یہ لگتی ہے کہ ش…,3,Sun Apr 10 20:10:02 +0000 2022
77,77,"RT @AnwarLodhi: عمران خان کے بغیر اگر اتنی بڑی تعداد میں عوام نکل آئی ہے، عمران خان صاحب جب خود نکلے تو پھر کیا منظر ہو گا؟

#امپورٹڈ_حکومت…",4,Sun Apr 10 20:10:02 +0000 2022
78,78,"RT @MirMAKOfficial: یہ سنو۔ اگر رونگٹے نہیں کھڑے ہو جائیں تو۔۔۔۔۔۔۔

یہ ہے میرا پاکستان۔ یہ ہے میرا کراچی۔ یہ ہے میری عوام۔ یہ ہیں عمران کے…",6,Sun Apr 10 20:10:02 +0000 2022
79,79,"RT @NaikRooh: اب سمجھ آیا اس نے ان کو آخر تک کیوں رگیدا؟ وہ چاہتا تھا اس قوم کا ہر فرد دیکھے کہ کیسے ان کے مینڈیٹ پر نقب زنی ہو رہی ہے.

آج…",0,Sun Apr 10 20:10:02 +0000 2022
80,80,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",1,Sun Apr 10 20:10:02 +0000 2022
81,81,RT @fawadchaudhry: شہباز شریف کے کاغذات نامزدگی منظور ہونے کے بعد ایف آئ اے سے پہلا آرڈر یہ ہوا ہے کہ کل وکلاء کی ٹیم شہباز شریف کے مقدمے م…,0,Sun Apr 10 20:10:02 +0000 2022
82,82,"RT @Intl_Mediatior: شہباز شریف کے کاغذات نامزدگی کو چیلنج کرنا چاہئے کیونکہ وہ ضمانت پر ہیں ایک ملزم ""جو شخص کسی وقت بھی مجرم بن سکتا ہو اس…",0,Sun Apr 10 20:10:02 +0000 2022
83,83,RT @SaadSaeed2: ہاں جی۔ علیم کا پیسہ؟ ترین کا پیسہ؟ یہ لاکھوں کے مجمع اب کیسے اکٹھے ہو رہے ہیں ملک کے طول و عرض میں؟ #امپورٹڈ_حکومت_نامنظور,7,Sun Apr 10 20:10:02 +0000 2022
84,84,RT @haroon_natamam: لاہور میں میں ہوں۔ لبرٹی مارکیٹ میں اپنے پسندیدہ ہوٹل سے سینڈوچ منگوانا تھا۔ راستے مگر بند ہیں۔ سوشل میڈیا دیکھا تو دنگ…,9,Sun Apr 10 20:10:02 +0000 2022
85,85,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,2,Sun Apr 10 20:10:02 +0000 2022
86,86,RT @Imran1Khaan: @tariqmateen انکی اپنی مرمت ہو رہی ہے جناب ۔ https://t.co/GhS4X2y3Hk,0,Sun Apr 10 20:10:02 +0000 2022
87,87,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",1,Sun Apr 10 20:10:02 +0000 2022
88,88,"RT @PTIAJK_Official: گیارہ جماعتوں نے امریکہ سے مل کر عمران خان کو الگ کرنے کی کوشش کی، 
قوم نے اس سازش کو ناکام بنایا اور عمران خان کے سات…",7,Sun Apr 10 20:10:02 +0000 2022
89,89,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,2,Sun Apr 10 20:10:03 +0000 2022
90,90,"مرشد پلیز آج مجھے وقت دیجئے
مرشد میں آج آپ کو دکھڑے سناؤں گا
مرشد ہمارے ساتھ بڑا ظلم ہو گیا

مرشد ہماری فوج کیا لڑتی حریف سے
مرشد اسے تو ہم سے ہی فرصت نہیں ملی",0,Sun Apr 10 20:10:03 +0000 2022
91,91,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",1,Sun Apr 10 20:10:03 +0000 2022
92,92,RT @ImranRiazKhan: ان سب کی مرمت ہو رہی ہے,0,Sun Apr 10 20:10:03 +0000 2022
93,93,"RT @AnwarLodhi: اتنے بڑے احتجاج کو میڈیا کیوں نہیں دکھا رہا؟

کس کے کہنے پر ایسا ہو رہا ہے؟",9,Sun Apr 10 20:10:03 +0000 2022
94,94,"RT @SohaibAltaf18: تم گرانے میں لگے تھے تم نے سوچا ہی نہیں...
میں گرا تو قافلہ بن کر کھڑا ہو جاؤں گا..♥️♥️♥️
#BehindYouSkipperPMIk 
#ImranK…",0,Sun Apr 10 20:10:03 +0000 2022
95,95,"اب شاہین کا تجربہ کرو یا مسرت شاہین کا
اگلے تمہاری لے کر چلے گئے ،
ننگے پڑے ہو پوری قوم کے سامنے
ڈالرز سے اپنا ستر چھپاؤ
#امپورٹڈ_گورمنٹ_نامنظور
#BajwaMustResign 
#امپورٹڈ_بھڑوے_نامنظور 
#bajwaResign
#bajwa_traitor
#DGISPR https://t.co/q6Qf3P5kYG",0,Sun Apr 10 20:10:03 +0000 2022
96,96,RT @MishalBukhari5: شریک جرم ہی ہو گا جو اب رہا خاموش۔۔۔ #WakeUp #Pakistan,0,Sun Apr 10 20:10:03 +0000 2022
97,97,RT @ImranRiazKhan: ان سب کی مرمت ہو رہی ہے,0,Sun Apr 10 20:10:03 +0000 2022
98,98,RT @SMGhouri2: @SSEHBAI1 ایک بات تو طے ہے کہ لوگ دیوانوں کی طرح عمران خان سے عشق کر بیٹھے ہیں اور یہ سارے لوگ بغیر کسی دھن کے پورے تن من…,4,Sun Apr 10 20:10:03 +0000 2022
99,99,"RT @Sameraofficial1: عمران خان 2018 میں ہمارا انتخب تھا
عمران خان 2023 میں ہماری ضد ہو گا
 روک سکو تو روک لو. 
#RevolutionBlackedOut
#امپور…",7,Sun Apr 10 20:10:03 +0000 2022
100,100,"RT @SSEHBAI1: لوگ باہر: جیسے لوگ نکل رہے ہیں, جلسے ملک اور باہر بغیر لیڈر کے ہو رہے ہیں، جب خود خان باہرایگا تو کیا حال ہوگا - یہ نام کے شر…",1,Sun Apr 10 20:10:03 +0000 2022
101,101,RT @haroon_natamam: راولپنڈی میں لوگ سڑکوں پہ ہیں یا چھتوں پر۔ پاکستان کے تمام شہروں سمیت دنیا بھر میں عمران خاں کے حق میں مظاہرے۔  حالات م…,2,Sun Apr 10 20:10:03 +0000 2022
102,102,"واللہ کل کا دن شدید تکلیف والا تھا  لیکن آج خان کی خودمختار عوام کو دیکھ کر دل باغ باغ ہو گیا۔
#امپورٹڈ_حکومت_نامنظور",0,Sun Apr 10 20:10:03 +0000 2022
103,103,RT @fawadchaudhry: میں نے عرض کیا تھا سیاست کے فیصلے عدالتوں میں کرنے کی کوشش تباہ کن ہو گی، جن کو سمجھ نہیں آ رہی تھی آج باہر نکلیں اور عو…,11,Sun Apr 10 20:10:03 +0000 2022
104,104,"RT @tabarik_hussain: #پاکستان_کتنے_میں_بیچا
مائی لارڈ اور ڈیئر سر 
باہر نکلیں ۔ ذرا دیکھیں ۔آپ نے عمران خان کو  PM House سے تو نکال دیا لیک…",11,Sun Apr 10 20:10:03 +0000 2022
105,105,"RT @lostguy79: دوسروں کو بھکاری کہنے والے بھول گئے کہ انکا لیڈر تو وہ ہے جو فطرانے کے چاول بھی مانگ لایا تھا۔
تمہیں یاد ہو کہ نا یاد ہو htt…",7,Sun Apr 10 20:10:03 +0000 2022
